sample,sample_label,relation,n_clusters,quality_counts,mass_error_fallback_clusters,y_error_fallback_clusters,alpha,alpha_err_lo,alpha_err_hi,beta,beta_err_lo,beta_err_hi,gamma,gamma_err_lo,gamma_err_hi,intrinsic_scatter_dex,scatter_err_lo,scatter_err_hi,observed_rms_dex,model,self_similar_beta,self_similar_gamma
good_only,quality=good only,Lx-M500,11,"{""good"": 11}",,,1.0551172289736666,0.34776157137260466,0.31481479569136717,0.5110901849783496,0.6538405292530902,0.662289679351519,2.0,0.0,0.0,0.22542229792165758,0.05436345346029309,0.08155416791333236,0.1871202265660236,log10(Y / E(z)^gamma_fixed) = alpha + beta*log10(M500c / 3e14 Msun),1.3333333333333333,2.0
good_only,quality=good only,Tx-M500,11,"{""good"": 11}",,,0.6383959090688239,0.1140619650510607,0.09335286449687064,0.4485610901902009,0.179982247732147,0.22762134203001388,0.6666666666666666,0.0,0.0,0.06129893044067531,0.03048153747212272,0.03485126212762136,0.0606808393912481,log10(Y / E(z)^gamma_fixed) = alpha + beta*log10(M500c / 3e14 Msun),0.6666666666666666,0.6666666666666666
