name,cluster_dir,redshift,m500_msun,r500_mpc,r500_arcsec,source_inner_r500,source_inner_arcsec,core_excised,center_mode,catalog_center_ra_deg,catalog_center_dec_deg,center_ra_deg,center_dec_deg,center_offset_from_catalog_arcsec,point_source_mask_file,point_source_mask_count,point_source_mask_sigma_min,flux_image,aperture_plot_image,aperture_flux_erg_s_cm2,aperture_flux_note,aperture_luminosity_erg_s,net_counts_r500,bkg_counts_region,source_region,background_region,aperture_plot_png,individual_event_files,spectrum_pis,sherpa_background_mode,sherpa_script,fit_results_json,fit_plot_png
Abell_0068,/data/jyz/X_scale/chandra_data_evt/Abell_0068,0.2546,682857142857142.9,1.2287220264064014,310.0645589221398,0.0,0.0,False,xray_peak,9.27583333,9.15916667,9.274920530842282,9.160593072099697,6.073991342290338,/data/jyz/X_scale/chandra_data_evt/Abell_0068/processed/src.fits,3,5.0,/data/jyz/X_scale/chandra_data_evt/Abell_0068/processed/clean_fluxed/flux_clean.img,/data/jyz/X_scale/chandra_data_evt/Abell_0068/processed/clean_fluxed/flux_csmooth.img,5.878393843636934e-12,approx erg/s/cm2 from photon flux at 2.3 keV,1.1642441494497489e+45,4091,731,/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/Abell_0068_r500_xray_peak_psmask_src.reg,/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/Abell_0068_r500_xray_peak_psmask_bkg.reg,/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/Abell_0068_r500_xray_peak_psmask_aperture_overlay.png,['/data/jyz/X_scale/chandra_data_evt/Abell_0068/raw/3250/repro/acisf03250_repro_evt2.fits'],['/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/Abell_0068_obs3250_r500_xray_peak_psmask.pi'],wstat,/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/fit_Abell_0068_r500_xray_peak_psmask_wstat_sherpa.py,/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/Abell_0068_r500_xray_peak_psmask_wstat_fit_results.json,/data/jyz/X_scale/chandra_data_evt/Abell_0068/postprocess_r500/Abell_0068_r500_xray_peak_psmask_wstat_fit_plot.png
